pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					Genomic insights from whole genome sequencing of four clonal outbreak Campylobacter jejuni assessed within th	genomicinsightsfromwholegenomesequencingoffourclonaloutbreakcylobacterjejuniassessedwithinth	True	0
					Whole-genome sequencing and comparative genomic analysis of Bordetella pertussis isolates from the 2007-2008 	wholegenomesequencingandcomparativegenomicanalysisofbordetellapertussisisolatesfromthe20072008	True	0
					Genomic variations leading to alterations in cell morphology of Campylobacter spp.	genomicvariationsleadingtoalterationsincellmorphologyofcylobacterspp	True	0
					Improved Glucose Homeostasis in Obese Mice Treated with Resveratrol is Associated with Alterations in the Gut	improvedglucosehomeostasisinobesemicetreatedwithresveratrolisassociatedwithalterationsinthegut	True	0
					The Enigmatic Esx Proteins: Looking Beyond Mycobacteria.	theenigmaticesxproteinslookingbeyondmycobacteria	True	0
					Genome analysis of Campylobacter concisus strains from patients with inflammatory bowel disease and gastroent	genomeanalysisofcylobacterconcisusstrainsfrompatientswithinflammatoryboweldiseaseandgastroent	True	0
					Ensembl 2017.	ensembl2017	True	0
					YMDB 2.0: a significantly expanded version of the yeast metabolome database.	ymdb20asignificantlyexpandedversionoftheyeastmetabolomedatabase	True	0
					A reference data set of 5.4 million phased human variants validated by genetic inheritance from sequencing a 	areferencedatasetof54millionphasedhumanvariantsvalidatedbygeneticinheritancefromsequencinga	True	0
					SnapShot: Epigenomic Assays.	snapshotepigenomicassays	True	0
					Patterns of genic intolerance of rare copy number variation in 59,898 human exomes.	patternsofgenicintoleranceofrarecopynumbervariationin59898humanexomes	True	0
					Differentiating the Causes of Spontaneous Rib Fracture After Breast Cancer.	differentiatingthecausesofspontaneousribfractureafterbreastcancer	True	0
					Reviewer acknowledgement 2015.	revieweracknowledgement2015	True	0
					Estimated disease incidence of RAG1/2 mutations: Acase report and querying the Exome Aggregation Consortium.	estimateddiseaseincidenceofrag12mutationsacasereportandqueryingtheexomeaggregationconsortium	True	0
					Inevitability of Genetic Parasites.	inevitabilityofgeneticparasites	True	0
					Survival of the Fittest: How Bacterial Pathogens Utilize Bile To Enhance Infection.	survivalofthefittesthowbacterialpathogensutilizebiletoenhanceinfection	True	0
					Horizontal gene transfer: essentiality and evolvability in prokaryotes, and roles in evolutionary transitions.	horizontalgenetransferessentialityandevolvabilityinprokaryotesandrolesinevolutionarytransitions	True	0
					[Dpistage prcoce des retards du dveloppement moteur: Outil de dpistage ax sur la famille].	dpistageprcocedesretardsdudveloppementmoteuroutildedpistageaxsurlafamille	True	0
					On the contribution of Angola to the initial spread of HIV-1.	onthecontributionofangolatotheinitialspreadofhiv1	True	0
					Salmonella Rapidly Regulates Membrane Permeability To Survive Oxidative Stress.	salmonellarapidlyregulatesmembranepermeabilitytosurviveoxidativestress	True	0
					Distribution of Bexsero Antigen Sequence Types (BASTs) in invasive meningococcal disease isolates: Implications fo	distributionofbexseroantigensequencetypesbastsininvasivemeningococcaldiseaseisolatesimplicationsfo	True	0
					South Asia as a Reservoir for the Global Spread of Ciprofloxacin-Resistant Shigella sonnei: A Cross-Sectional Stud	southasiaasareservoirfortheglobalspreadofciprofloxacinresistantshigellasonneiacrosssectionalstud	True	0
					Early identification of motor delay: Family-centred screening tool.	earlyidentificationofmotordelayfamilycentredscreeningtool	True	0
					Rapid identification of bovine MHCI haplotypes in genetically divergent cattle populations using next-generation s	rapididentificationofbovinemhcihaplotypesingeneticallydivergentcattlepopulationsusingnextgenerations	True	0
					Impact of HIV co-infection on the evolution and transmission of multidrug-resistant tuberculosis.	impactofhivcoinfectionontheevolutionandtransmissionofmultidrugresistanttuberculosis	True	0
					Vitamin D over the first decade and susceptibility to childhood allergy and asthma.	vitamindoverthefirstdecadeandsusceptibilitytochildhoodallergyandasthma	True	0
					Role of CD34 family members in lumen formation in the developing kidney.	roleofcd34familymembersinlumenformationinthedevelopingkidney	True	0
					How old are bacterial pathogens?	howoldarebacterialpathogens	True	0
					Antimicrobial resistance in Shiga toxin-producing Escherichia coli serogroups O157 and O26 isolated from human cas	antimicrobialresistanceinshigatoxinproducingescherichiacoliserogroupso157ando26isolatedfromhumancas	True	0
					Beta-hemolytic Streptococcus dysgalactiae strains isolated from horses are a genetically distinct population withi	betahemolyticstreptococcusdysgalactiaestrainsisolatedfromhorsesareageneticallydistinctpopulationwithi	True	0
					A Proposal for a Genome Similarity-Based Taxonomy for Plant-Pathogenic Bacteria that Is Sufficiently Precise to Re	aproposalforagenomesimilaritybasedtaxonomyforplantpathogenicbacteriathatissufficientlyprecisetore	True	0
					Involvement of the Rcs regulon in the persistence of Salmonella Typhimurium in tomatoes.	involvementofthercsreguloninthepersistenceofsalmonellatyphimuriumintomatoes	True	0
					Real-Time Genome Sequencing of Resistant Bacteria Provides Precision Infection Control in an Institutional Setting	realtimegenomesequencingofresistantbacteriaprovidesprecisioninfectioncontrolinaninstitutionalsetting	True	0
					A decade of genomic history for healthcare-associated Enterococcus faecium in the United Kingdom and Ireland.	adecadeofgenomichistoryforhealthcareassociatedenterococcusfaeciumintheunitedkingdomandireland	True	0
					Metabolomic determination of pathogenesis of late-onset preeclampsia.	metabolomicdeterminationofpathogenesisoflateonsetpreeclsia	True	0
					Do other goals influence physical activity? A systematic review examining the relationship between other goals and	doothergoalsinfluencephysicalactivityasystematicreviewexaminingtherelationshipbetweenothergoalsand	True	0
					Genomic diversity of EPEC associated with clinical presentations of differing severity.	genomicdiversityofepecassociatedwithclinicalpresentationsofdifferingseverity	True	0
					Indels, structural variation, and recombination drive genomic diversity in Plasmodium falciparum.	indelsstructuralvariationandrecombinationdrivegenomicdiversityinplasmodiumfalciparum	True	0
					Identifying lineage effects when controlling for population structure improves power in bacterial association stud	identifyinglineageeffectswhencontrollingforpopulationstructureimprovespowerinbacterialassociationstud	True	0
					Genomic analyses of Neisseria gonorrhoeae reveal an association of the gonococcal genetic island with antimicrobia	genomicanalysesofneisseriagonorrhoeaerevealanassociationofthegonococcalgeneticislandwithantimicrobia	True	0
					Bacterial genomics: Microbial GWAS coming of age.	bacterialgenomicsmicrobialgwascomingofage	True	0
					The Impact of 18 Ancestral and Horizontally-Acquired Regulatory Proteins upon the Transcriptome and sRNA Landscape	theimpactof18ancestralandhorizontallyacquiredregulatoryproteinsuponthetranscriptomeandsrnalandscape	True	0
					Nonradiative Relaxation in Real-Time Electronic Dynamics OSCF2: Organolead Triiodide Perovskite.	nonradiativerelaxationinrealtimeelectronicdynamicsoscf2organoleadtriiodideperovskite	True	0
					Evolution of atypical enteropathogenic E. coli by repeated acquisition of LEE pathogenicity island variants.	evolutionofatypicalenteropathogenicecolibyrepeatedacquisitionofleepathogenicityislandvariants	True	0
					Emergence of host-adapted Salmonella Enteritidis through rapid evolution in an immunocompromised host.	emergenceofhostadaptedsalmonellaenteritidisthroughrapidevolutioninanimmunocompromisedhost	True	0
					Analyzing outliers: influential or nuisance?	analyzingoutliersinfluentialornuisance	True	0
					Transcript-level expression analysis of RNA-seq experiments with HISAT, StringTie and Ballgown.	transcriptlevelexpressionanalysisofrnaseqexperimentswithhisatstringtieandballgown	True	0
					RubisCO of a nucleoside pathway known from Archaea is found in diverse uncultivated phyla in bacteria.	rubiscoofanucleosidepathwayknownfromarchaeaisfoundindiverseuncultivatedphylainbacteria	True	0
					Genome-based characterization of hospital-adapted Enterococcus faecalis lineages.	genomebasedcharacterizationofhospitaladaptedenterococcusfaecalislineages	True	0
					Crowdsourced assessment of common genetic contribution to predicting anti-TNF treatment response in rheumatoid art	crowdsourcedassessmentofcommongeneticcontributiontopredictingantitnftreatmentresponseinrheumatoidart	True	0
					The Population Benefit of Radiotherapy for Malignant Brain Tumors: Local Control and Survival Estimates for Guidel	thepopulationbenefitofradiotherapyformalignantbraintumorslocalcontrolandsurvivalestimatesforguidel	True	0
					Tetracycline Selective Pressure and Homologous Recombination Shape the Evolution of Chlamydia suis: A Recently Ide	tetracyclineselectivepressureandhomologousrecombinationshapetheevolutionofchlamydiasuisarecentlyide	True	0
					Differential Regulation of the Surface-Exposed and Secreted SslE Lipoprotein in Extraintestinal Pathogenic Escheri	differentialregulationofthesurfaceexposedandsecretedsslelipoproteininextraintestinalpathogenicescheri	True	0
					The future of NMR-based metabolomics.	thefutureofnmrbasedmetabolomics	True	0
					Using MetaboAnalyst 3.0 for Comprehensive Metabolomics Data Analysis.	usingmetaboanalyst30forcomprehensivemetabolomicsdataanalysis	True	0
					Human oral microbiome and prospective risk for pancreatic cancer: a population-based nested case-control study.	humanoralmicrobiomeandprospectiveriskforpancreaticcancerapopulationbasednestedcasecontrolstudy	True	0
					PHYLOViZ 2.0: providing scalable data integration and visualization for multiple phylogenetic inference methods.	phyloviz20providingscalabledataintegrationandvisualizationformultiplephylogeneticinferencemethods	True	0
					Molecular Epidemiology of Colonizing and Infecting Isolates of &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;.	molecularepidemiologyofcolonizingandinfectingisolatesofltigtklebsiellapneumoniaeltigt	True	0
					The type III secretion system effector SeoC of Salmonella enterica subspecies salamae and arizonae ADP-ribosylates	thetypeiiisecretionsystemeffectorseocofsalmonellaentericasubspeciessalamaeandarizonaeadpribosylates	True	0
					Diversity in a Polymicrobial Community Revealed by Analysis of Viromes, Endolysins and CRISPR Spacers.	diversityinapolymicrobialcommunityrevealedbyanalysisofviromesendolysinsandcrisprspacers	True	0
					Fluorescence-Based Flow Sorting in Parallel with Transposon Insertion Site Sequencing Identifies Multidrug Efflux 	fluorescencebasedflowsortinginparallelwithtransposoninsertionsitesequencingidentifiesmultidrugefflux	True	0
					The Genome as an Evolutionary Timepiece.	thegenomeasanevolutionarytimepiece	True	0
					Disturbances of the Perioperative Microbiome Across Multiple Body Sites in Patients Undergoing Pancreaticoduo	disturbancesoftheperioperativemicrobiomeacrossmultiplebodysitesinpatientsundergoingpancreaticoduo	True	0
					Complete genome sequence of the Antarctic Halorubrum lacusprofundi type strain ACAM 34.	completegenomesequenceoftheantarctichalorubrumlacusprofunditypestrainacam34	True	0
					Evaluation of buccal cell samples for studies of oral microbiota.	evaluationofbuccalcellslesforstudiesoforalmicrobiota	True	0
					Outbreak of Salmonella Enteritidis linked to the consumption of frozen beefburgers received from a food bank and o	outbreakofsalmonellaenteritidislinkedtotheconsumptionoffrozenbeefburgersreceivedfromafoodbankando	True	0
					Linking an unchained malady.	linkinganunchainedmalady	True	0
					First Draft Assembly and Annotation of the Genome of a California Endemic Oak Quercus lobata Ne (Fagaceae).	firstdraftassemblyandannotationofthegenomeofacaliforniaendemicoakquercuslobatanefagaceae	True	0
					Genomic Analysis of Salmonella enterica Serovar Typhimurium from Wild Passerines in England and Wales.	genomicanalysisofsalmonellaentericaserovartyphimuriumfromwildpasserinesinenglandandwales	True	0
					Resolution of a protracted serogroup B meningococcal outbreak with whole genome sequencing shows inter species gen	resolutionofaprotractedserogroupbmeningococcaloutbreakwithwholegenomesequencingshowsinterspeciesgen	True	0
					Whole genome sequencing of Salmonella Typhimurium illuminates distinct outbreaks caused by an endemic multi-locus 	wholegenomesequencingofsalmonellatyphimuriumilluminatesdistinctoutbreakscausedbyanendemicmultilocus	True	0
					Combined Analysis of Variation in Core, Accessory and Regulatory Genome Regions Provides a Super-Resolution View i	combinedanalysisofvariationincoreaccessoryandregulatorygenomeregionsprovidesasuperresolutionviewi	True	0
					The synthesis of OspD3 (ShET2) in Shigella flexneri is independent of OspC1.	thesynthesisofospd3shet2inshigellaflexneriisindependentofospc1	True	0
					A genomic island in Vibrio cholerae with VPI-1 site-specific recombination characteristics contains CRISPR-Ca	agenomicislandinvibriocholeraewithvpi1sitespecificrecombinationcharacteristicscontainscrisprca	True	0
					Efficacy of wastewater treatment on Arcobacter butzleri density and strain diversity.	efficacyofwastewatertreatmentonarcobacterbutzleridensityandstraindiversity	True	0
					Distinct Salmonella Enteritidis lineages associated with enterocolitis in high-income settings and invasive diseas	distinctsalmonellaenteritidislineagesassociatedwithenterocolitisinhighincomesettingsandinvasivediseas	True	0
					Further investigation of inhibitors of MRSA pyruvate kinase: Towards the conception of novel antimicrobial agents.	furtherinvestigationofinhibitorsofmrsapyruvatekinasetowardstheconceptionofnovelantimicrobialagents	True	0
					"Metabolomics enables precision medicine: ""A White Paper, Community Perspective""."	metabolomicsenablesprecisionmedicineawhitepapercommunityperspective	True	0
					SnpFilt: A pipeline for reference-free assembly-based identification of SNPs in bacterial genomes.	snpfiltapipelineforreferencefreeassemblybasedidentificationofsnpsinbacterialgenomes	True	0
					Zonula occludens toxins and their prophages in Campylobacter species.	zonulaoccludenstoxinsandtheirprophagesincylobacterspecies	True	0
					Highlights of the 11th International Bordetella Symposium: from Basic Biology to Vaccine Development.	highlightsofthe11thinternationalbordetellasymposiumfrombasicbiologytovaccinedevelopment	True	0
					Zebra Alphaherpesviruses (EHV-1 and EHV-9): Genetic Diversity, Latency and Co-Infections.	zebraalphaherpesvirusesehv1andehv9geneticdiversitylatencyandcoinfections	True	0
					The vaginal mycobiome: A contemporary perspective on fungi in women's health and diseases.	thevaginalmycobiomeacontemporaryperspectiveonfungiinwomenshealthanddiseases	True	0
					Metabolic competition as a driver of bacterial population structure.	metaboliccompetitionasadriverofbacterialpopulationstructure	True	0
					The dissemination of multidrug-resistant Enterobacter cloacae throughout the UK and Ireland.	thedisseminationofmultidrugresistantenterobactercloacaethroughouttheukandireland	True	0
					Identifying Multiple Potential Metabolic Cycles in Time-Series from Biolog Experiments.	identifyingmultiplepotentialmetaboliccyclesintimeseriesfrombiologexperiments	True	0
					Microbial mercury methylation in Antarctic sea ice.	microbialmercurymethylationinantarcticseaice	True	0
					The Association of Minority Self-Rated Health with Black versus White Gentrification.	theassociationofminorityselfratedhealthwithblackversuswhitegentrification	True	0
					Erratum: Crowdsourced assessment of common genetic contribution to predicting anti-TNF treatment response in rheum	erratumcrowdsourcedassessmentofcommongeneticcontributiontopredictingantitnftreatmentresponseinrheum	True	0
					Genetic and life-history traits associated with the distribution of prophages in bacteria.	geneticandlifehistorytraitsassociatedwiththedistributionofprophagesinbacteria	True	0
					High-Accuracy HLA Type Inference from Whole-Genome Sequencing Data Using Population Reference Graphs.	highaccuracyhlatypeinferencefromwholegenomesequencingdatausingpopulationreferencegraphs	True	0
					Diverse drug-resistant subpopulations of Mycobacterium tuberculosis are sustained in continuous culture.	diversedrugresistantsubpopulationsofmycobacteriumtuberculosisaresustainedincontinuousculture	True	0
					Understanding pneumococcal serotype 1 biology through population genomic analysis.	understandingpneumococcalserotype1biologythroughpopulationgenomicanalysis	True	0
					MetaPalette: a &lt;i&gt;k&lt;/i&gt;-mer Painting Approach for Metagenomic Taxonomic Profiling and Quantification of Novel	metapalettealtigtkltigtmerpaintingapproachformetagenomictaxonomicprofilingandquantificationofnovel	True	0
					Fundamentals and Recent Developments in Approximate Bayesian Computation.	fundamentalsandrecentdevelopmentsinapproximatebayesiancomputation	True	0
					Species Mash-up.	speciesmashup	True	0
					Channeling Community Contributions to Scientific Software: A Sprint Experience.	channelingcommunitycontributionstoscientificsoftwareasprintexperience	True	0
					Microbial genome-wide association studies: lessons from human GWAS.	microbialgenomewideassociationstudieslessonsfromhumangwas	True	0
					Proteogenomic analyses indicate bacterial methylotrophy and archaeal heterotrophy are prevalent below the gra	proteogenomicanalysesindicatebacterialmethylotrophyandarchaealheterotrophyareprevalentbelowthegra	True	0
					Family Aggregation of Human T-Lymphotropic Virus 1-Associated Diseases: A Systematic Review.	familyaggregationofhumantlymphotropicvirus1associateddiseasesasystematicreview	True	0
					Evaluation of PacBio sequencing for full-length bacterial 16S rRNA gene classification.	evaluationofpacbiosequencingforfulllengthbacterial16srrnageneclassification	True	0
					Deconvoluting simulated metagenomes: the performance of hard- and soft- clustering algorithms applied to meta	deconvolutingsimulatedmetagenomestheperformanceofhardandsoftclusteringalgorithmsappliedtometa	True	0
					Emergence and spread of a human-transmissible multidrug-resistant nontuberculous mycobacterium.	emergenceandspreadofahumantransmissiblemultidrugresistantnontuberculousmycobacterium	True	0
					SPLASH, a hashed identifier for mass spectra.	splashahashedidentifierformassspectra	True	0
					Root-hair endophyte stacking in finger millet creates a physicochemical barrier to trap the fungal pathogen Fusari	roothairendophytestackinginfingermilletcreatesaphysicochemicalbarriertotrapthefungalpathogenfusari	True	0
					Support vector machine applied to predict the zoonotic potential of E. coli O157 cattle isolates.	supportvectormachineappliedtopredictthezoonoticpotentialofecolio157cattleisolates	True	0
					Casposon integration shows strong target site preference and recapitulates protospacer integration by CRISPR-Cas s	casposonintegrationshowsstrongtargetsitepreferenceandrecapitulatesprotospacerintegrationbycrisprcass	True	0
					Immunosuppressive treatment alters secretion of ileal antimicrobial peptides and gut microbiota, and favors subseq	immunosuppressivetreatmentalterssecretionofilealantimicrobialpeptidesandgutmicrobiotaandfavorssubseq	True	0
					Representing and decomposing genomic structural variants as balanced integer flows on sequence graphs.	representinganddecomposinggenomicstructuralvariantsasbalancedintegerflowsonsequencegraphs	True	0
					Validation of picogram- and femtogram-input DNA libraries for microscale metagenomics.	validationofpicogramandfemtograminputdnalibrariesformicroscalemetagenomics	True	0
					A method for high precision sequencing of near full-length 16S rRNA genes on an Illumina MiSeq.	amethodforhighprecisionsequencingofnearfulllength16srrnagenesonanilluminamiseq	True	0
					Mobile real-time surveillance of Zika virus in Brazil.	mobilerealtimesurveillanceofzikavirusinbrazil	True	0
					Evaluating the Impact of Genomic Data and Priors on Bayesian Estimates of the Angiosperm Evolutionary Timescale.	evaluatingtheimpactofgenomicdataandpriorsonbayesianestimatesoftheangiospermevolutionarytimescale	True	0
					Analysis of protein-coding genetic variation in 60,706 humans.	analysisofproteincodinggeneticvariationin60706humans	True	0
					Bipartite network analysis of the archaeal virosphere: evolutionary connections between viruses and capsid-less mo	bipartitenetworkanalysisofthearchaealvirosphereevolutionaryconnectionsbetweenvirusesandcapsidlessmo	True	0
					Recombination in Streptococcus pneumoniae Lineages Increase with Carriage Duration and Size of the Polysaccharide 	recombinationinstreptococcuspneumoniaelineagesincreasewithcarriagedurationandsizeofthepolysaccharide	True	0
					Methylotrophic methanogenesis discovered in the archaeal phylum Verstraetearchaeota.	methylotrophicmethanogenesisdiscoveredinthearchaealphylumverstraetearchaeota	True	0
					Genetic and Phenotypic Characterization of a &lt;i&gt;Salmonella enterica&lt;/i&gt; serovar Enteritidis Emerging Strain with S	geneticandphenotypiccharacterizationofaltigtsalmonellaentericaltigtserovarenteritidisemergingstrainwiths	True	0
					SimBac: simulation of whole bacterial genomes with homologous recombination.	simbacsimulationofwholebacterialgenomeswithhomologousrecombination	True	0
					Acquisition and loss of virulence-associated factors during genome evolution and speciation in three clades of Bor	acquisitionandlossofvirulenceassociatedfactorsduringgenomeevolutionandspeciationinthreecladesofbor	True	0
					Primary Aortoenteric Fistula: A Rare Case of a Massive Gastrointestinal Bleed.	primaryaortoentericfistulaararecaseofamassivegastrointestinalbleed	True	0
					Whole genome-based population biology and epidemiological surveillance of Listeria monocytogenes.	wholegenomebasedpopulationbiologyandepidemiologicalsurveillanceoflisteriamonocytogenes	True	0
					Theory of prokaryotic genome evolution.	theoryofprokaryoticgenomeevolution	True	0
					An extended genotyping framework for Salmonella enterica serovar Typhi, the cause of human typhoid.	anextendedgenotypingframeworkforsalmonellaentericaserovartyphithecauseofhumantyphoid	True	0
					Plasticity of gastrointestinal vagal afferent satiety signals.	plasticityofgastrointestinalvagalafferentsatietysignals	True	0
					Early cave art and ancient DNA record the origin of European bison.	earlycaveartandancientdnarecordtheoriginofeuropeanbison	True	0
					Exploiting bacterial whole-genome sequencing data for the evaluation of diagnostic assays: Campylobacter spec	exploitingbacterialwholegenomesequencingdatafortheevaluationofdiagnosticassayscylobacterspec	True	0
					Prokaryotic Virus Orthologous Groups (pVOGs): a resource for comparative genomics and protein family annotati	prokaryoticvirusorthologousgroupspvogsaresourceforcomparativegenomicsandproteinfamilyannotati	True	0
					Two fundamentally different classes of microbial genes.	twofundamentallydifferentclassesofmicrobialgenes	True	0
					Evolutionary switches between two serine codon sets are driven by selection.	evolutionaryswitchesbetweentwoserinecodonsetsaredrivenbyselection	True	0
					The Impact of the Tree Prior on Molecular Dating of Data Sets Containing a Mixture of Inter- and Intraspecies	theimpactofthetreeprioronmoleculardatingofdatasetscontainingamixtureofinterandintraspecies	True	0
					Dereplication of peptidic natural products through database search of mass spectra.	dereplicationofpeptidicnaturalproductsthroughdatabasesearchofmassspectra	True	0
					A statistical test for conserved RNA structure shows lack of evidence for structure in lncRNAs.	astatisticaltestforconservedrnastructureshowslackofevidenceforstructureinlncrnas	True	0
					Measurement of bacterial replication rates in microbial communities.	measurementofbacterialreplicationratesinmicrobialcommunities	True	0
					Whole Genome Sequence Analysis of a Large Isoniazid-Resistant Tuberculosis Outbreak in London: A Retrospective Obs	wholegenomesequenceanalysisofalargeisoniazidresistanttuberculosisoutbreakinlondonaretrospectiveobs	True	0
					Genes Required for the Anti-fungal Activity of a Bacterial Endophyte Isolated from a Corn Landrace Grown Cont	genesrequiredfortheantifungalactivityofabacterialendophyteisolatedfromacornlandracegrowncont	True	0
					"Corallimorpharians are not ""naked corals"": insights into relationships between Scleractinia and Corallimorpha"	corallimorphariansarenotnakedcoralsinsightsintorelationshipsbetweenscleractiniaandcorallimorpha	True	0
					Modelling topical photodynamic therapy treatment including the continuous production of Protoporphyrin IX.	modellingtopicalphotodynamictherapytreatmentincludingthecontinuousproductionofprotoporphyrinix	True	0
					Klebsiella pneumoniae Population Genomics and Antimicrobial-Resistant Clones.	klebsiellapneumoniaepopulationgenomicsandantimicrobialresistantclones	True	0
					pH and Organic Carbon Dose Rates Control Microbially Driven Bioremediation Efficacy in Alkaline Bauxite Resid	phandorganiccarbondoseratescontrolmicrobiallydrivenbioremediationefficacyinalkalinebauxiteresid	True	0
					Mapping the genomic diversity of HCV subtypes 1a and 1b: Implications of structural and immunological constra	mappingthegenomicdiversityofhcvsubtypes1aand1bimplicationsofstructuralandimmunologicalconstra	True	0
					Phylogenomic analysis of Candidatus 'Izimaplasma' species: free-living representatives from a Tenericutes cla	phylogenomicanalysisofcandidatusizimaplasmaspeciesfreelivingrepresentativesfromatenericutescla	True	0
					The cytochrome bd-I respiratory oxidase augments survival of multidrug-resistant Escherichia coli during infe	thecytochromebdirespiratoryoxidaseaugmentssurvivalofmultidrugresistantescherichiacoliduringinfe	True	0
					Genomic Epidemiology of Gonococcal Resistance to Extended-Spectrum Cephalosporins, Macrolides, and Fluoroquin	genomicepidemiologyofgonococcalresistancetoextendedspectrumcephalosporinsmacrolidesandfluoroquin	True	0
					Shifts in Lachnospira and Clostridium sp. in the 3-month stool microbiome are associated with preschool age a	shiftsinlachnospiraandclostridiumspinthe3monthstoolmicrobiomeareassociatedwithpreschoolagea	True	0
					Differing mechanisms of surviving phagosomal stress among group B1 Streptococcus strains of varying genotypes	differingmechanismsofsurvivingphagosomalstressamonggroupb1streptococcusstrainsofvaryinggenotypes	True	0
					Thousands of microbial genomes shed light on interconnected biogeochemical processes in an aquifer system.	thousandsofmicrobialgenomesshedlightoninterconnectedbiogeochemicalprocessesinanaquifersystem	True	0
					Metagenomic Investigation of Plasma in Individuals with ME/CFS Highlights the Importance of Technical Control	metagenomicinvestigationofplasmainindividualswithmecfshighlightstheimportanceoftechnicalcontrol	True	0
					Multiple major disease-associated clones of Legionella pneumophila have emerged recently and independently.	multiplemajordiseaseassociatedclonesoflegionellapneumophilahaveemergedrecentlyandindependently	True	0
					RT @fionabrinkman: Replies to this are a great example of when Twitter rocks. Fantastic list of researchers. Thanks @MicrobiomDigest!	rtfionabrinkmanrepliestothisareagreatexleofwhentwitterrocksfantasticlistofresearchersthanksmicrobiomdigest	True	0
					RT @pathogenomenick: Exciting new paper from Quince looking at strain-level deconvolution using coverage information across samples	rtpathogenomenickexcitingnewpaperfromquincelookingatstrainleveldeconvolutionusingcoverageinformationacrosssles	True	0
					Complex polarity: building multicellular tissues through apical membrane traffic.	complexpolaritybuildingmulticellulartissuesthroughapicalmembranetraffic	True	0
					Sharing is caring: international sharing of data enhances genomic surveillance of Listeria monocytogenes.	sharingiscaringinternationalsharingofdataenhancesgenomicsurveillanceoflisteriamonocytogenes	True	0
					Draft Genome Sequence of Klebsiella pneumoniae UCD-JA29 Isolated from a Patient with Sepsis.	draftgenomesequenceofklebsiellapneumoniaeucdja29isolatedfromapatientwithsepsis	True	0
					Epidemiological analysis of the Eyam plague outbreak of 1665-1666.	epidemiologicalanalysisoftheeyamplagueoutbreakof16651666	True	0
					Human Microbiota-Associated Mice: A Model with Challenges.	humanmicrobiotaassociatedmiceamodelwithchallenges	True	0
					Databases: Reminder to deposit DNA sequences.	databasesremindertodepositdnasequences	True	0
					Evolutionary Events Associated with an Outbreak of Meningococcal Disease in Men Who Have Sex with Men.	evolutionaryeventsassociatedwithanoutbreakofmeningococcaldiseaseinmenwhohavesexwithmen	True	0
					Observation of Long-Range Elliptic Azimuthal Anisotropies in sqrt[s]=13 and 2.76TeV pp Collisions with the AT	observationoflongrangeellipticazimuthalanisotropiesinsqrts13and276tevppcollisionswiththeat	True	0
					Complete genome sequence of MneRV2, the pig-tailed macaque RV2 rhadinovirus, and evolutionary relationship with rh	completegenomesequenceofmnerv2thepigtailedmacaquerv2rhadinovirusandevolutionaryrelationshipwithrh	True	0
					Whole-genome sequencing for prediction of Mycobacterium tuberculosis drug susceptibility and resistance: a re	wholegenomesequencingforpredictionofmycobacteriumtuberculosisdrugsusceptibilityandresistanceare	True	0
					Advanced proteogenomic analysis reveals multiple peptide mutations and complex immunoglobulin peptides in col	advancedproteogenomicanalysisrevealsmultiplepeptidemutationsandcompleximmunoglobulinpeptidesincol	True	0
					Tracking nosocomial Klebsiella pneumoniae infections and outbreaks by whole genome analysis: small-scale Ital	trackingnosocomialklebsiellapneumoniaeinfectionsandoutbreaksbywholegenomeanalysissmallscaleital	True	0
					Phylogenetically typing bacterial strains from partial SNP genotypes observed from direct sequencing of clini	phylogeneticallytypingbacterialstrainsfrompartialsnpgenotypesobservedfromdirectsequencingofclini	True	0
					Error filtering, pair assembly, and error correction for next-generation sequencing reads.	errorfilteringpairassemblyanderrorcorrectionfornextgenerationsequencingreads	True	0
					Molecular Characterization of the Multidrug Resistant Escherichia coli ST131 Clone.	molecularcharacterizationofthemultidrugresistantescherichiacolist131clone	True	0
					Exome Sequencing: Current and Future Perspectives.	exomesequencingcurrentandfutureperspectives	True	0
					Complete DNA sequence of a serogroup A strain of Neisseria meningitidis Z2491.	completednasequenceofaserogroupastrainofneisseriameningitidisz2491	True	0
					Comparative genome analysis of Salmonella Enteritidis PT4 and Salmonella Gallinarum 287/91 provides insights into 	comparativegenomeanalysisofsalmonellaenteritidispt4andsalmonellagallinarum28791providesinsightsinto	True	0
					A strand-specific RNA-Seq analysis of the transcriptome of the typhoid bacillus Salmonella typhi.	astrandspecificrnaseqanalysisofthetranscriptomeofthetyphoidbacillussalmonellatyphi	True	0
					Yersinia pestis, the cause of plague, is a recently emerged clone of Yersinia pseudotuberculosis.	yersiniapestisthecauseofplagueisarecentlyemergedcloneofyersiniapseudotuberculosis	True	0
					Genome reduction as the dominant mode of evolution.	genomereductionasthedominantmodeofevolution	True	0
					Candidate phylum TM6 genome recovered from a hospital sink biofilm provides genomic insights into this uncultivate	candidatephylumtm6genomerecoveredfromahospitalsinkbiofilmprovidesgenomicinsightsintothisuncultivate	True	0
					Sequence-based analysis uncovers an abundance of non-coding RNA in the total transcriptome of Mycobacterium tuberc	sequencebasedanalysisuncoversanabundanceofnoncodingrnainthetotaltranscriptomeofmycobacteriumtuberc	True	0
					De novo identification of repeat families in large genomes.	denovoidentificationofrepeatfamiliesinlargegenomes	True	0
